latitude,longitude,waterfallok,ad_attempts,ad_opportunities,impressions,start,complete
34.56,-92.59,11,176,18,14,14,13
39.44,-84.37,11,169,15,12,12,12
26.35,-80.16,145,2127,145,120,120,113
42.16,-71.43,13,183,11,4,4,3
36.87,-76.31,17,306,22,20,20,20
40.01,-81.79,1,19,12,12,12,12
30.58,-98.28,13,216,26,21,21,19
32.24,-94.74,6,73,3,2,2,1
39.6,-105.92,5,58,5,3,3,3
32.86,-83.68,60,779,41,40,40,35
40.92,-73.89,38,644,71,54,54,50
27.98,-82.74,62,950,46,39,39,38
41.9,-71.87,26,403,44,28,27,27
43.17,-71.82,7,115,8,5,5,5
30.74,-88.08,3,48,3,3,3,3
32.88,-83.81,33,460,29,26,25,25
33.15,-97.09,64,1066,80,60,60,56
40.75,-95.05,7,95,1,1,1,1
42.46,-83.35,99,1474,85,65,64,57
39.08,-84.98,18,283,24,21,21,18
36.53,-86.01,14,201,11,6,6,6
30.42,-90.01,41,678,62,47,47,44
40.65,-73.87,45,716,51,43,43,42
29.62,-95.27,58,892,51,35,35,32
34.1,-84.64,40,681,85,69,69,66
34.04,-85.81,22,393,27,17,17,19
30.47,-86.16,16,279,19,18,18,17
54.45,-110.2,39,370,22,20,21,18
29.76,-82.39,25,480,83,75,74,68
41.8,-71.43,2108,31666,2221,1904,1858,1767
28.15,-82.49,5538,80963,4533,3626,3524,3360
42.58,-83.3,97,1364,86,65,61,57
42.22,-83.74,43,698,50,40,39,39
42.97,-75.09,26,390,33,26,26,24
36.22,-83.32,165,2298,94,60,60,55
28.05,-82.45,97,1438,80,67,67,66
36.86,-88.34,28,376,38,28,28,24
34.59,-118.25,342,5398,371,306,305,284
28.01,-82.59,202,3412,347,278,278,265
36.81,-76.24,608,8814,431,339,329,313
38.64,-90.67,4,48,7,2,2,1
33.38,-112.11,199,3257,247,194,194,187
37.93,-122.34,212,3487,396,342,342,331
35.78,-119.24,256,4166,387,329,329,316
34,-117.13,55,765,48,46,46,40
34.76,-80.69,67,1106,77,62,62,57
32.94,-96.55,38,581,57,41,41,37
41.08,-81.52,452,7964,900,763,743,724
42.56,-83.01,67,1022,92,84,84,81
42.13,-71.97,20,256,13,6,6,5
41.48,-87.73,17,285,24,13,13,13
27.7,-98.08,41,806,91,72,72,70
34.02,-84.5,110,1644,121,108,108,102
54.27,-110.74,15,142,,,,
40.52,-105.06,85,1439,130,118,118,114
32.22,-80.74,46,763,83,71,71,70
40.66,-74.3,43,1334,285,255,255,249
25.99,-80.21,182,3040,244,197,197,190
40.25,-74.53,44,694,95,87,87,79
36.68,-75.92,140,2086,130,97,97,92
41.84,-85.45,78,1135,89,77,77,76
33.46,-82.22,79,1310,160,130,130,125
53.42,-113.42,100,1190,80,68,68,66
34.15,-119.11,292,4703,373,337,338,314
38.63,-121.32,189,2948,263,233,233,227
35.2,-118.86,309,4883,330,259,259,245
40.73,-73.33,22,376,46,35,35,33
39.09,-94.6,36,513,63,50,50,47
43.85,-79.33,128,1422,63,61,61,57
26.94,-80.14,78,1311,139,115,115,111
42.59,-73.79,43,553,23,11,9,9
26.15,-80.22,115,1836,149,124,124,112
37.87,-122.24,16,355,42,32,32,32
41.48,-81.63,22,403,43,40,40,37
39.13,-123.28,102,1671,121,98,98,94
37.57,-85.73,11,169,13,10,10,10
38.26,-85.7,106,1566,82,57,57,54
41.45,-81.63,581,9796,1080,950,923,888
33.98,-83.7,119,1813,190,163,163,156
34.42,-119.71,108,1995,291,266,265,250
34.94,-82.73,77,1264,139,124,122,119
29.93,-95.54,81,1179,99,84,81,81
41.78,-87.86,42,773,88,66,66,66
40.44,-73.99,2,140,23,19,19,19
46.11,-118.31,140,2228,172,141,141,133
33.78,-118.26,298,4740,433,356,356,340
30.49,-81.54,16,347,35,29,29,29
-27.23,153.12,23,262,31,29,29,28
38.81,-121.04,3,48,4,3,3,3
25.7,-80.36,88,1492,138,110,110,107
38.76,-121.16,23,393,38,32,32,32
45.45,-73.57,72,740,55,51,51,47
30.38,-97.71,129,2023,187,145,145,136
30.29,-81.52,125,1835,190,162,162,156
34.61,-87.01,52,802,59,47,47,46
29.42,-98.49,130,1923,165,111,103,100
41.7,-87.71,69,983,72,52,49,46
32.78,-117.02,120,2027,224,194,194,183
38.79,-90.38,22,370,49,21,21,20
39.94,-82.97,49,938,120,102,101,100
41.03,-88.73,8,74,1,,,
-33.84,151.22,35,450,44,44,44,44
33.41,-112.03,134,2183,177,144,143,139
39.95,-104.8,15,232,14,10,10,10
38.98,-84.48,23,376,41,35,35,33
43,-85.63,44,774,60,53,53,52
39.78,-86.05,135,1905,87,57,57,52
42.33,-88.27,36,629,64,47,47,42
42.49,-82.9,49,849,114,96,96,93
40.25,-83.37,103,1735,224,188,188,188
33.43,-88.36,11,143,8,5,5,4
47.75,-122.24,8,142,19,9,9,9
33.36,-96.92,4,64,8,3,3,3
38.99,-76.74,49,863,85,75,75,73
35.74,-82.05,57,976,73,61,61,60
40.51,-112.03,34,608,76,68,68,67
45.57,-73.94,97,1094,105,102,102,99
46.46,-87.69,13,198,18,15,15,14
40.47,-79.91,46,734,36,29,29,28
40.41,-77.18,7,105,12,12,12,12
44.06,-79.46,107,1095,46,46,46,44
41.09,-111.9,16,353,48,34,34,33
36.74,-94.47,3,43,2,2,2,2
43.65,-79.4,71,724,13,13,13,12
37.34,-79.21,203,3321,282,244,244,236
37.17,-121.65,85,1375,145,126,126,119
37.01,-76.67,110,1569,119,95,92,87
39.15,-78.28,67,1125,129,111,111,106
40.07,-75.13,6,83,4,,,
-37.88,144.76,19,241,26,24,24,23
37.35,-77.34,21,372,106,101,101,99
33.7,-117.67,10,164,15,12,12,12
42.77,-84.37,40,581,40,32,32,32
38.85,-75.79,26,408,40,31,31,27
40.11,-88.28,44,686,140,131,131,122
37.88,-96.3,3,50,5,2,2,1
40.16,-80.26,47,847,65,58,58,58
40.72,-73.88,37,688,43,34,34,34
46.88,-124,102,1570,87,68,68,60
-37.79,144.93,115,1350,129,125,125,119
33.31,-111.84,130,2189,271,235,235,231
39.98,-74.26,60,1603,311,278,278,269
38.31,-89.99,1,58,15,12,12,12
40.96,-74.54,45,929,105,98,98,97
30.41,-86.98,32,510,22,21,21,18
42.36,-89.03,33,772,155,142,142,135
32.5,-86.15,15,217,6,5,5,5
39.99,-74.79,78,1292,81,71,71,70
33.71,-116.41,83,1301,115,98,98,92
39.09,-82.15,3,46,4,4,4,4
47.85,-122.09,14,203,13,10,10,9
37.64,-121,24,343,69,66,65,63
42.04,-88.11,10,168,40,39,39,39
41.03,-74.05,4,59,5,2,2,2
35.9,-86.96,39,608,40,28,28,27
31.6,-84.21,28,372,11,7,7,6
42.79,-88.4,31,486,30,22,20,19
43.26,-77.67,46,791,61,31,31,30
35.87,-89.9,24,354,88,84,84,83
40.79,-96.76,21,273,26,20,20,16
36.89,-76.15,56,916,58,51,51,49
46.9,-119.66,29,467,45,45,45,42
40.59,-75.3,14,208,10,10,10,10
41.38,-88.71,5,64,5,2,2,2
42.79,-83.59,63,930,54,35,35,34
34.71,-93.37,17,221,8,4,4,2
37.73,-79.33,5,49,11,9,9,7
41.57,-90.46,33,570,55,50,50,46
39.24,-84.46,60,1072,171,157,156,150
42.59,-82.82,12,170,17,14,14,14
43.56,-90.14,6,92,5,4,4,4
40.82,-76.88,31,477,47,39,39,38
35.17,-78.9,112,1755,127,105,105,99
38.48,-75.2,21,354,37,32,32,32
22.19,-159.39,28,409,26,21,21,20
39.03,-76.5,24,362,24,21,21,18
32.92,-80.69,47,578,41,38,38,30
33.79,-82.42,8,158,12,10,10,10
29.69,-95.3,60,892,80,63,63,57
42.07,-91.67,7,97,4,2,2,2
43.1,-86.22,14,255,31,28,28,26
40.91,-74.15,20,521,105,87,87,85
37.72,-82.24,16,277,15,11,11,11
43.5,-84.16,8,131,14,9,9,8
35.85,-79.03,22,317,15,12,12,12
40.95,-73.81,9,137,7,5,5,5
40.75,-73.37,37,599,74,66,66,58
39.77,-74.83,11,132,3,2,2,2
39.29,-80.57,16,261,37,35,35,33
38.94,-76.21,9,135,9,8,8,8
40.95,-73.74,35,548,22,17,17,16
38.26,-90.39,51,687,30,24,21,18
-33.95,151.12,97,1154,106,105,104,100
39.89,-80.7,17,292,45,38,38,35
43.56,-80.44,22,222,5,5,5,5
45.89,-122.93,6,78,,,,
40.93,-73.76,23,371,19,14,14,14
41.67,-90.55,5,68,3,1,1,1
37.45,-107.85,25,444,36,28,28,28
42.78,-96.21,17,270,53,45,45,45
38.5,-89.15,16,218,11,7,7,6
40.99,-73.86,4,56,1,,,
46.87,-122.57,81,1201,64,52,52,51
41.17,-73.14,32,512,77,67,67,64
40.01,-75.18,19,334,28,19,19,17
33.02,-117.28,7,148,17,17,17,17
37.5,-121.25,83,1374,112,97,96,93
-37.83,145,77,877,61,57,57,54
-26.75,153.06,2,20,,,,
50.5,-104.59,38,490,41,40,40,40
-33.96,151.21,12,179,28,24,24,24
-37.8,145.28,124,1344,90,86,85,82
37.49,-122.21,30,487,46,41,41,38
34.73,-92.25,17,259,14,7,7,6
41.06,-74.02,9,129,9,9,9,8
-33.9,151.15,188,1828,11,8,9,6
39.01,-75.61,21,389,53,51,51,50
50.2,-66.38,17,245,22,22,22,22
29.94,-96.88,14,209,22,17,17,16
43.29,-75.9,2,36,4,3,3,3
-27.16,152.96,40,394,9,9,8,8
40.64,-73.98,64,1017,58,48,48,47
31.74,-109.71,2,30,3,2,2,2
-27.6,153.08,44,476,33,30,30,28
-33.78,150.95,86,976,64,62,62,60
46.98,-114.12,38,508,40,32,32,32
49.76,-94.34,20,243,33,33,33,33
38.09,-88.12,7,114,10,8,8,8
42.95,-79.85,7,69,,,,
46.72,-71.26,1,13,3,3,3,3
61.11,-149.9,30,478,42,32,32,29
34.7,-76.74,3,40,,,,
41,-72.55,4,73,16,15,15,13
40.78,-73.98,65,1083,101,86,86,81
43.9,-105.55,31,502,39,36,36,37
41.99,-103.63,43,657,81,68,68,66
43.13,-71.55,13,200,13,13,13,11
42.06,-76.53,9,126,1,1,1,1
45.45,-73.87,15,146,1,1,1,1
36.84,-94.56,18,215,35,34,34,31
47.67,-117.44,37,574,37,30,30,29
39.65,-104.98,17,273,29,23,23,22
37.84,-122.24,27,421,45,41,41,40
41.48,-106.65,3,30,3,2,2,1
36.27,-121.37,2,26,3,3,3,3
-33.93,151.05,79,765,,,,
-27.53,153.06,168,1789,110,107,102,98
42.96,-92.21,1,19,6,6,6,6
45.36,-75.79,37,374,9,9,9,7
38.54,-121.66,14,221,14,13,13,13
21.62,-158.06,11,159,3,1,1,1
33.66,-112.25,142,2104,140,107,107,99
33.93,-118.33,22,338,37,33,33,33
39.33,-84.22,36,775,96,81,81,75
35.47,-79.55,5,74,3,3,3,3
-33.38,151.47,58,553,1,,,
46.13,-119.68,29,434,18,15,15,15
43.19,-95.46,3,42,1,,,
-27.57,152.97,17,174,5,5,5,5
49.04,-122.83,105,1200,76,72,72,68
33.1,-86.71,64,932,34,29,30,27
40.76,-73.99,40,628,46,35,36,33
-34.48,150.42,7,69,,,,
33.99,-81.02,7,93,2,2,2,2
39.07,-94.63,12,162,7,5,5,4
46.9,-101.47,3,58,17,15,15,15
39.14,-77.14,7,123,17,13,13,13
44.81,-124.06,16,238,23,20,20,20
49.18,-97.94,8,98,18,18,18,18
42.3,-72.28,24,332,22,19,19,16
40.61,-73.65,26,519,51,49,48,43
36.48,-83.5,25,362,24,20,20,18
40.55,-75.99,29,447,25,19,19,18
40.48,-74.29,24,352,32,30,30,29
47.59,-122.03,21,296,14,9,9,8
39.1,-84.61,14,202,22,17,17,15
41.95,-73.09,25,373,39,30,30,29
39.94,-83.31,9,106,4,2,2,2
44.53,-73.06,23,348,24,18,18,17
40.81,-72.71,1,16,2,2,2,2
42.35,-71.19,9,136,6,3,3,3
33.67,-86.42,4,56,1,1,1,1
41.31,-81.14,8,107,7,3,3,3
12.98,77.58,7,68,2,2,2,2
36.88,-76.26,36,499,19,18,18,16
41.66,-85,28,361,8,5,5,4
41.43,-75.59,10,202,41,41,41,37
40.19,-85.15,6,84,2,,,
33.83,-79.76,10,150,8,3,3,3
34.91,-85.65,5,83,9,9,9,9
42.15,-78.53,2,35,4,4,4,4
42.72,-70.9,5,71,1,1,1,1
39.42,-74.5,53,825,54,34,34,33
38.16,-83.77,13,206,21,20,20,19
42.64,-73.47,2,15,3,2,2,2
50.53,-103.67,6,59,,,,
41.6,-83.56,17,272,41,38,38,35
43.58,-84.59,9,147,11,10,10,10
36.33,-83.31,5,55,2,1,1,
42.13,-85.69,9,204,25,24,23,24
39.17,-77.98,3,42,1,,,
42.17,-72.62,21,305,18,11,11,10
24.69,-81.36,7,96,2,2,2,1
43.66,-79.38,56,594,43,37,37,34
33.02,-94.2,1,14,,,,
42.51,-83.35,13,197,16,13,13,11
40.4,-84.63,4,68,10,9,9,9
44.53,-68.25,3,40,,,,
40.8,-77.05,23,310,16,10,10,8
39.01,-77.43,6,96,4,3,3,3
44.2,-76.1,4,81,12,9,9,9
40.05,-79.89,12,155,13,5,5,5
-37.98,145.12,5,40,,,,
46.35,-72.55,10,104,10,10,10,9
40.26,-75.08,8,91,2,2,2,2
-31.9,115.78,21,206,1,1,,
-23.86,151.27,12,118,,,,
33.19,-96.59,15,260,15,11,11,10
37.23,-90.97,6,64,3,3,3,2
45.81,-122.48,13,167,3,2,2,2
33.76,-117.97,15,341,35,33,33,33
32.25,-110.83,16,230,9,4,4,4
34.18,-116.87,4,69,12,12,12,11
45.8,-122.69,4,62,3,1,1,1
43.58,-80.36,3,30,1,1,1,1
42.21,-86.04,7,70,6,5,5,5
38.98,-93.94,9,176,16,12,12,12
-37.8,145.32,7,67,8,7,7,7
34.1,-117.05,3,49,5,5,5,4
35.6,-92.26,3,36,3,2,2,1
44.04,-69.15,2,40,1,1,1,1
37.54,-97.37,25,368,31,14,14,14
35.18,-80.64,2484,35660,1881,1476,1443,1374
33.86,-84.5,1249,18350,868,696,681,653
28.48,-81.63,1820,27347,1942,1403,1387,1339
39.34,-76.54,901,13541,1075,891,871,849
39.11,-77.1,75,1190,93,72,71,69
42.43,-71.05,115,1822,137,112,112,110
34.94,-82.17,170,3408,621,593,592,571
40.01,-75.15,2777,40961,2340,1947,1900,1801
40.07,-77.68,14,389,43,39,39,39
30.32,-95.52,56,1029,86,69,69,66
40.74,-74.07,651,11186,1551,1357,1345,1300
37.73,-122.21,1028,15115,1415,1212,1176,1117
33.94,-118.13,75,1052,106,90,86,80
41.59,-81.55,48,1155,159,146,146,145
40.97,-74.96,7,114,17,13,13,12
-33.86,151.21,2781,27357,525,501,484,468
38.76,-104.85,59,913,83,71,71,66
32.03,-81.16,45,691,34,22,22,21
25.98,-80.34,193,3180,338,280,280,266
40.61,-122.46,121,2058,196,166,167,158
25.75,-80.23,949,13918,845,682,669,619
45.65,-111.18,58,822,148,135,134,129
34.06,-118.28,68,1104,99,87,87,81
38.92,-77.04,139,2305,235,194,194,183
40.76,-99.02,37,557,34,27,27,26
39.21,-77.24,28,487,46,34,34,35
30.08,-97.83,361,5294,361,265,247,230
40.7,-111.94,141,2188,213,192,192,182
35.34,-80.21,84,1405,119,97,97,95
35.19,-80.75,165,2487,172,137,134,126
40.65,-73.93,184,2980,219,169,169,161
46.55,-75.5,14,139,21,21,21,19
49.22,-123.14,150,1596,83,83,83,78
42.12,-71.1,43,643,34,31,31,30
36.46,-79.91,6,101,9,7,7,7
46.31,-94.1,34,542,57,44,44,43
43.12,-85.49,106,1751,212,164,164,159
32.96,-117.27,68,1284,126,101,98,98
40.79,-74.01,100,1958,221,196,196,188
43.59,-79.61,103,1108,56,56,56,55
39.07,-108.54,43,572,53,52,52,44
41.25,-74.04,36,648,77,70,70,68
35.38,-97.53,41,567,25,15,12,12
35.65,-78.46,122,1880,140,108,108,98
39.34,-84.4,106,2108,346,318,317,308
34.28,-118.44,99,1505,121,105,105,101
37.7,-88.63,1,13,,,,
32.64,-116.99,165,2608,220,176,176,165
42.89,-88.33,22,335,42,35,35,31
-34.98,138.51,39,409,29,21,21,19
39.06,-79.4,8,99,7,6,6,5
26.2,-97.74,44,832,86,80,80,76
32.9,-116.89,90,1356,96,82,82,78
33.6,-96.55,20,503,84,79,79,77
32.3,-102.64,17,269,21,19,19,18
37.52,-121.9,233,3304,154,143,143,137
43.78,-89.6,11,185,33,29,29,28
38.94,-89.1,8,139,34,32,32,30
41.67,-72.77,38,642,68,65,65,62
38.57,-121.18,20,313,21,17,17,16
42.58,-84.44,108,1661,136,110,108,104
35.17,-85.21,96,1437,83,58,58,56
34.15,-116.42,110,1689,152,121,121,115
34.98,-79.22,82,1299,90,76,76,71
32.23,-95.39,25,334,7,3,3,2
35.26,-120.62,74,1605,263,239,238,225
39.46,-121.4,128,2082,179,154,153,143
40.65,-112.02,144,2473,226,192,192,185
41.31,-72.92,332,5138,340,280,280,269
43.61,-84.79,91,1314,124,97,97,90
39.94,-75.23,173,2720,198,163,163,155
46.32,-119.38,26,317,21,16,16,14
42.63,-71.3,64,1222,140,91,91,87
33.79,-117.97,177,2823,227,188,188,178
35.9,-77.87,43,674,68,57,58,55
42.32,-82.99,16,225,25,25,25,25
48.92,-57.8,51,627,52,52,52,52
48.78,-123.7,90,992,70,64,64,60
34.9,-76.83,80,1264,100,91,91,86
-33.78,150.78,90,894,23,22,22,21
39.53,-104.96,35,545,42,39,39,37
31.5,-89.3,34,550,36,30,25,24
43.14,-77.65,53,755,45,30,29,27
35.68,-81.39,31,596,74,61,61,59
40.78,-96.64,43,676,66,54,54,53
30.41,-86.76,20,275,3,3,3,3
42.68,-84.56,90,1375,189,160,160,151
32.72,-96.61,36,573,35,29,29,26
39.76,-77.12,11,184,23,14,14,12
41.6,-88,30,466,52,43,43,41
42.94,-78.81,316,5121,469,390,383,362
43.98,-89.79,15,253,46,39,39,37
27.69,-80.66,20,303,12,8,8,8
34.37,-98.4,8,160,14,12,12,12
39.98,-85.75,12,174,10,4,4,4
30.46,-90.14,52,1183,112,97,97,92
33.94,-83.43,172,2562,124,96,96,93
29.9,-89.96,20,411,47,41,42,40
43.61,-83.95,113,1788,208,173,173,167
28.39,-80.82,17,238,13,11,11,11
33.11,-97.17,21,346,18,12,12,11
40.27,-82.85,29,457,93,87,86,82
34.32,-80.58,40,580,76,72,72,66
45.45,-73.82,51,577,44,44,44,44
33.5,-99.62,2,46,6,3,3,3
44.9,-72.79,2,27,1,,,
32.12,-94.32,5,94,8,7,7,7
40.15,-79.88,14,241,44,32,32,31
46.98,-92.67,2,40,20,20,20,20
37.04,-89.2,5,82,8,6,6,6
34.95,-110.1,8,102,9,8,8,8
-27.68,153.22,81,798,9,8,8,8
33.71,-117.34,39,575,44,37,37,33
32.23,-86.28,10,120,2,,,
35.54,-120.75,9,189,32,24,24,24
42.14,-124.25,43,592,24,20,20,17
48.11,-65.95,4,38,1,1,1,1
43.87,-81.03,1,20,3,3,3,3
47.65,-117.31,55,876,64,42,42,38
40.55,-101.69,1,14,,,,
-33.85,151.13,66,734,47,45,45,43
35.24,-111.72,70,1159,92,77,77,77
41.71,-103.66,21,421,55,51,51,50
33.93,-84.4,37,721,64,59,59,58
34.19,-118.76,9,121,11,8,8,7
40.7,-80.37,17,393,33,31,31,31
-12.46,130.84,42,488,29,28,28,27
39.13,-108.54,9,250,53,24,24,24
37.28,-121.2,1,13,,,,
53.22,-114.99,21,247,17,16,16,14
-27.41,153.01,28,348,33,32,32,32
-37.87,144.83,38,445,42,40,39,36
35.6,-121.02,8,185,33,33,33,31
-28,153.43,41,516,44,43,43,43
42.05,-82.61,53,494,6,6,6,6
-27.82,153.3,6,104,22,22,22,21
36.76,-119.82,33,615,52,40,40,40
-33.75,150.94,68,720,34,33,33,29
30.14,-95.47,24,403,18,16,16,16
29.97,-90.06,6,110,8,7,7,7
47,-95.09,4,60,7,7,7,7
43.71,-79.64,93,985,52,46,46,42
32.71,-94.69,7,97,4,,,
-33.97,151.14,115,1249,91,83,84,77
-41.16,146.53,5,50,,,,
-36.62,143.47,30,309,30,30,30,28
42.87,-80.43,28,265,2,2,2,2
45.45,-73.58,6,56,8,8,8,7
44.95,-88.62,2,28,1,1,1,1
-33.92,151.17,39,374,6,6,6,6
41.87,-88.06,38,547,38,34,34,30
-38.11,147.06,3,30,,,,
38.55,-94.69,11,179,19,16,16,16
44.25,-77.43,5,85,18,18,18,18
46.08,-64.85,7,79,32,32,32,31
40.93,-73.01,13,209,17,13,13,12
41.91,-78.71,27,382,25,15,15,12
42.33,-83.35,50,769,96,88,88,86
36.09,-82.51,15,247,20,16,16,16
41.65,-83.6,23,499,39,37,37,37
40.95,-78.98,32,471,53,51,50,47
39.9,-85.64,9,128,17,13,13,13
34.74,-82.91,17,255,33,30,30,28
41.45,-83.98,2,36,8,8,8,8
-38.1,145.13,29,363,30,28,28,26
33.06,-83.44,6,106,6,5,5,5
37.54,-77.43,8,113,14,14,14,13
39.75,-84.67,21,369,84,76,76,75
31.3,-83.44,6,82,,,,
39.82,-85.52,5,71,1,1,1,1
41.39,-81.64,26,416,37,29,29,27
42.75,-73.78,19,288,18,8,8,7
35.39,-81.39,24,314,23,15,16,12
40.38,-79.97,57,792,45,33,33,30
39.64,-76.37,5,106,15,14,14,14
40.72,-73.77,25,368,18,10,10,10
40.9,-78.49,3,91,12,11,11,10
42.53,-82.88,15,208,5,4,4,4
-33.93,151.09,24,230,4,2,2,2
40.54,-79.4,1,18,2,2,2,2
43.85,-84.02,22,275,15,11,11,9
41.97,-71.72,14,216,15,11,11,11
40.88,-72.95,16,240,14,9,9,9
27.15,-81.06,29,424,16,13,13,11
44.72,-68.93,8,87,3,2,2,2
38.26,-78.39,30,423,9,6,6,6
42.83,-73.7,2,80,20,19,19,19
40.12,-85.77,38,583,54,48,48,47
41.77,-81.15,8,198,33,29,29,29
42.96,-77.14,1,27,3,3,3,3
42.41,-90.38,12,166,5,2,2,2
42.36,-85.35,6,87,6,6,6,5
40.84,-84.36,19,345,63,52,52,51
39.66,-84.24,14,182,15,11,11,11
-31.94,115.84,28,272,9,8,7,5
-33.93,151.23,21,213,5,5,5,5
-32.98,151.72,3,30,,,,
49.17,-122.97,7,65,1,1,1,1
-41,174,2,20,,,,
49.27,-123.2,22,221,2,2,2,2
37.82,-87.53,46,701,30,24,24,21
33.58,-86.89,12,210,13,12,12,12
-28.1,153.45,13,110,3,3,3,2
29.76,-95.26,11,207,10,8,8,8
34.15,-86.75,44,725,84,74,75,72
34.71,-92.53,27,308,19,13,13,8
45.01,-93.11,4,54,,,,
-33.11,151.49,2,19,,,,
31.02,-94.8,1,14,1,,,
43.31,-85.51,4,56,,,,
37.11,-107.67,3,41,1,1,1,1
26.47,-98.04,6,224,38,38,38,37
35.46,-96.33,3,67,9,9,9,9
38.81,-94.95,34,740,75,55,55,55
29.54,-95.47,11,169,7,4,4,4
43.31,-89.55,10,163,14,10,10,10
31.84,-109.03,1,28,9,9,9,9
45.17,-74.9,7,63,,,,
42.21,-111.75,6,115,17,16,16,14
-26.68,152.88,1,10,,,,
41.03,-81.18,5,106,14,9,9,9
44.74,-88.89,1,30,3,3,3,3
41.63,-85.38,4,57,2,1,1,1
40.4,-74.04,5,79,26,23,23,22
30.42,-92.22,11,190,27,25,25,25
33.29,-93.63,4,59,5,2,2,2
46.36,-72.64,36,300,15,13,13,11
38.38,-97.4,1,1,1,1,1,
28.1,-82.15,9,164,28,21,21,21
40.09,-88.5,2,33,6,6,6,6
43.27,-84.9,3,67,7,7,7,7
-35.26,138.89,6,59,,,,
47.4,-95.41,3,56,2,2,2,2
-33.38,151.37,10,98,,,,
40.32,-79.86,8,138,17,16,16,15
40.07,-85.85,7,117,9,4,4,4
27.76,-97.12,6,117,6,6,6,6
47.82,-79.87,2,23,2,2,2,2
36.59,-94.73,22,265,25,19,19,17
33.9,-86.02,6,67,9,6,6,4
38.16,-81.03,1,14,,,,
32.44,-86.9,3,45,2,2,2,2
43.13,-94.9,2,35,2,2,2,2
37.58,-82.68,1,14,,,,
35.74,-96.67,4,72,3,3,3,3
42.32,-71.21,3,52,4,4,4,4
41.35,-74.26,10,140,7,6,6,6
43.87,-79.87,2,20,,,,
45.46,-74.15,7,70,,,,
-35.73,143.92,1,10,,,,
30.4,-84.17,29,328,42,36,36,33
-33.45,151.31,4,40,,,,
43.72,-71.72,7,102,4,2,2,2
40.71,-74.01,3,58,5,5,5,5
-33.89,151.24,7,67,,,,
42.05,-85.11,5,100,10,8,8,8
27.86,-81.43,1,135,14,14,14,14
45.49,-73.46,21,200,6,6,6,5
33.82,-97.74,2,40,1,1,1,1
39.89,-90.42,2,54,6,4,4,4
32.92,-96.77,1,14,1,,,
-33.75,150.74,14,135,,,,
46.78,-92.11,4,49,5,4,4,3
32.99,-112.91,3,41,,,,
36.41,-90.24,8,111,6,3,3,3
39.17,-88.33,2,36,3,1,2,2
36.12,-80.85,5,69,1,,,
43.41,-93.52,7,120,15,13,13,9
35.23,-97.6,6,79,2,,,
43.83,-87.77,4,153,26,25,25,24
47.38,-106.81,2,27,,,,
38.17,-112.27,5,78,4,2,2,2
41.72,-70.76,8,113,2,2,2,2
35.64,-109.1,4,53,5,4,4,4
35.43,-93.67,7,109,39,37,37,37
46.94,-91.93,4,54,2,2,2,1
43.1,-76.87,5,46,,,,
40.82,-96.81,7,80,5,4,4,1
29.71,-95.47,7,102,3,1,1,1
41.52,-76.15,6,100,12,8,8,8
-33.75,150.74,4,38,,,,
39.11,-94.47,1,29,9,9,9,9
46.88,-122.67,2,21,,,,
43.53,-79.66,9,80,,,,
43.04,-87.93,2,26,11,11,11,11
31.93,-91,5,52,6,5,5,3
39.92,-119.69,2,123,25,23,23,23
44.23,-85.16,1,13,,,,
36.43,-88.16,1,28,14,14,14,14
35.79,-90.76,2,35,21,21,21,21
41.03,-93.27,10,116,4,1,1,
42.98,-82.39,3,29,,,,
35.6,-77.82,9,116,3,2,2,2
34.49,-88.99,4,52,2,1,1,1
-34.31,150.93,2,19,,,,
43.01,-91.24,1,14,,,,
44.65,-114.15,4,74,6,5,5,5
45.44,-107.05,1,14,,,,
38.97,-82.05,1,14,1,,,
38.85,-94.55,14,148,,,,
43.97,-94.78,4,43,,,,
44.35,-73.72,1,14,2,2,2,2
37.77,-75.63,3,34,3,2,2,1
41.44,-81.81,43,687,70,55,55,50
33.83,-78.65,55,1062,115,98,98,97
26.56,-81.9,76,1278,109,97,97,90
46.17,-119.25,14,230,11,7,7,7
25.49,-80.42,285,4738,401,339,339,324
33.99,-118.09,3700,53980,3808,3219,3090,2935
33.2,-84.23,47,926,102,82,82,80
28.61,-81.31,144,2244,211,171,170,159
42.82,-78.82,34,555,69,49,48,46
29.69,-81.7,60,809,57,45,45,44
45.55,-75.29,18,169,14,14,14,12
37.35,-121.99,183,2870,234,187,187,174
38.67,-121.15,271,4321,403,338,334,312
38.26,-90.57,11,181,15,10,10,9
42.94,-88,38,672,78,67,67,65
38.58,-76.9,61,908,87,74,73,69
45.54,-122.64,213,3092,186,149,149,138
42.06,-71.85,47,729,64,59,60,58
39,-76.88,55,809,69,44,44,41
33.64,-117.77,64,901,35,30,29,27
40.5,-111.84,157,2527,261,211,209,200
42.69,-71.16,44,701,51,44,44,43
45,-93.3,73,1189,109,99,97,95
29.99,-97.86,84,1307,127,96,95,87
45.37,-73.72,47,588,65,63,63,61
34.22,-118.24,51,928,92,87,87,84
28.66,-81.53,203,3340,376,236,235,223
41.73,-71.11,130,2004,162,138,138,134
41.77,-71.23,11,147,24,22,22,22
35.14,-106.64,88,1439,140,120,120,115
38.11,-78.98,64,903,59,47,44,42
30.22,-98.36,72,1261,127,95,95,90
33.42,-112.27,100,1518,85,66,67,63
42.46,-87.87,37,608,60,48,48,45
