latitude,longitude,waterfallok,ad_attempts,ad_opportunities,impressions,start,complete
39.73,-121.84,4,65,4,3,3,3
43.56,-79.59,24,282,18,17,17,15
44.34,-85.22,2,30,1,1,1,1
43.05,-71.08,3,51,4,3,3,3
42.93,-82.8,2,72,15,9,9,9
50.42,-104.68,22,281,23,23,23,23
37.94,-95.41,2,40,2,2,2,2
51.16,-113.95,2,20,,,,
40.57,-75.87,1,61,6,6,6,6
33.64,-85.25,3,42,,,,
30.79,-85.4,1,15,1,,,
41.5,-71.74,6,66,3,3,3,2
32.05,-106.45,4,58,1,1,1,1
40.5,-98.91,1,20,2,2,2,2
40.36,-96.22,4,101,9,7,7,7
47.9,-69.33,4,34,,,,
32.39,-80.7,5,69,,,,
37.47,-76.9,2,30,1,1,1,1
45.65,-72.57,2,20,,,,
33.9,-112.9,7,124,9,7,7,7
37.72,-84.3,3,57,5,5,5,5
42.53,-78.69,10,136,2,2,2,2
40.32,-87.4,2,28,,,,
38.73,-90.39,8,120,4,4,4,3
34.58,-85.29,4,57,1,1,1,1
44.8,-88.07,3,48,1,1,1,1
20,-12,3,24,,,,
-28.14,153.45,3,29,,,,
21.52,39.22,4,31,,,,
30.06,-94.28,10,153,5,4,4,3
41.57,-87.61,1,13,,,,
34.37,-85.42,2,42,3,3,3,3
-27.54,152.86,11,128,7,6,6,7
39.62,-76.83,8,104,7,7,7,6
41.31,-91.74,7,106,7,6,6,6
45.53,-73.28,19,204,13,13,13,13
47.39,-93.4,2,50,6,6,6,5
-27.53,153.02,10,87,5,5,3,2
33.32,-99.86,1,14,1,,,
43.36,-92.1,3,51,2,2,2,2
44.04,-97.61,1,14,,,,
44.58,-93.96,8,108,6,,,
38.54,-89.84,6,84,5,5,5,5
18.39,-66.11,2,31,20,20,20,20
38.6,-86.36,1,14,,,,
36.13,-83.81,10,120,5,4,4,3
39.96,-93.8,3,46,1,1,1,1
47.58,-114.73,4,56,7,7,7,6
47.6,-79.65,2,19,18,18,18,16
35.76,-115.54,1,14,,,,
40.22,-79.69,1,13,,,,
-34.82,138.83,5,49,1,,,
41.78,-74.92,1,29,2,2,2,2
34.85,-82.71,4,94,9,9,9,9
32.75,-83.5,2,24,1,1,1,1
44.19,-74.96,4,56,,,,
26.99,-80.12,3,44,1,1,1,1
34.93,-83,5,95,20,20,20,20
39.27,-78.6,9,160,13,11,11,10
41.1,-74.68,3,44,8,5,5,5
32.4,-94.7,2,28,,,,
39.65,-80.97,2,58,7,6,6,6
48,-119.01,9,134,3,2,2,2
34.3,-93.18,2,17,1,1,1,
45.09,-68.91,2,38,4,3,3,3
31.79,-85.99,2,80,10,10,10,10
31.07,-92.04,4,55,,,,
42.72,-95.44,1,35,3,3,3,3
33.02,-96.44,5,70,3,1,1,1
45.89,-61.47,1,10,,,,
42.89,-78.39,1,14,,,,
49.87,-97.31,5,48,,,,
43.54,-116.56,4,54,4,4,4,3
28.91,-81.51,3,45,1,1,1,1
41.98,-89.88,3,34,6,6,6,5
42.38,-74.09,2,27,,,,
33.19,-85.93,1,14,,,,
-37.78,145.25,3,35,2,2,2,2
43.49,-109.64,5,59,2,1,1,1
35.76,-110.25,1,5,,,,
38.57,-98.57,1,4,4,4,4,3
43.07,-77.86,3,40,2,1,1,
43.69,-79.49,10,99,3,3,3,3
45.35,-66.01,2,20,,,,
41.78,-75.02,2,21,,,,
-31.87,152.69,1,10,,,,
-33.85,151.17,1,10,,,,
32.7,-114.18,2,32,4,4,4,4
37.05,-101.85,2,27,1,,,
48.16,-117.24,7,103,3,2,2,2
43.46,-80.48,7,69,10,10,9,9
39.95,-105.82,4,76,7,6,6,6
40.07,-79.75,3,49,8,5,5,5
48.11,-98.56,1,14,,,,
35.78,-78.92,4,54,4,2,2,1
-33.75,150.7,64,616,7,6,3,3
40.68,-74.57,13,285,27,25,25,25
38.57,-98.14,1,14,1,,,
34.02,-118.49,4,56,,,,
54.15,-115.69,14,135,1,,,
39.81,-93.04,3,187,28,24,24,22
32.76,-97.33,12,176,19,14,14,13
45.32,-73.87,9,91,1,1,1,1
41.49,-74.16,1,25,2,2,2,2
42.44,-93.83,5,68,,,,
33.82,-82.21,5,70,1,,,
38.81,-88.52,2,51,8,8,8,8
35.69,-97.2,4,66,24,21,21,21
27.24,-82.36,10,119,2,2,2,1
38.56,-120.17,14,157,6,2,2,1
37.41,-82.74,1,12,,,,
30.72,-96.09,3,28,1,1,1,
51.15,-114.31,26,261,11,11,11,11
42.73,-84.49,13,143,7,4,4,3
46.38,-112.72,3,61,13,11,11,11
48.31,-105.19,3,40,,,,
41.63,-75.24,9,125,5,2,2,2
36.98,-82.49,3,41,,,,
43.91,-73.11,1,13,2,,,
45.83,-73.92,1,10,,,,
41.42,-74.65,4,51,7,7,7,6
39.78,-104.29,5,69,3,3,3,3
44.63,-72.58,1,14,1,,,
42.1,-82.45,4,40,1,1,1,1
35.59,-101.6,5,114,9,8,8,7
-31.93,115.83,5,48,,,,
-12.38,130.87,13,126,,,,
-36.38,145.4,3,29,,,,
45.82,-74.97,3,30,,,,
46.6,-70.87,1,10,,,,
39.34,-97.2,7,129,24,19,19,18
29.7,-98.4,5,76,5,4,4,3
30.29,-97.71,7,135,16,15,15,14
34.74,-102.78,7,61,6,4,4,2
44.47,-116.92,5,58,1,1,1,1
37.48,-80.98,2,14,2,1,1,
39.28,-95.69,3,100,8,6,6,6
39.63,-76.07,14,172,25,19,19,15
38.84,-90.28,4,63,5,3,3,3
34.76,-111.78,11,141,9,9,9,7
38.78,-95.5,1,33,7,4,4,4
41.24,-94.88,2,40,3,3,3,3
36.1,-80,3,44,2,2,2,2
39.44,-77.81,1,14,,,,
49.08,-116.1,1,10,,,,
41.43,-72.99,1,16,1,1,1,1
37.26,-84.6,3,49,6,6,6,6
36.17,-79.52,9,109,2,2,2,1
43.14,13.72,8,72,,,,
35.2,-83.8,1,14,1,,,
41.5,-83.76,3,41,2,2,2,2
40.65,-82.95,1,14,,,,
40.82,-77.69,3,42,,,,
18.37,-66.17,1,9,,,,
34.01,-80.07,1,14,,,,
41.65,-76.79,7,97,1,,,
42.98,-78.37,1,50,6,6,6,5
45.27,-123.03,1,14,,,,
47.56,-95.75,1,26,2,2,2,2
39.67,-96.44,1,14,,,,
39.97,-76.69,1,14,,,,
43.04,-75.38,6,178,18,18,18,18
34.15,-96.36,1,17,1,1,1,1
34.41,-89.89,1,16,2,2,3,2
38.08,-120.56,1,14,,,,
41.22,-85.71,4,62,2,1,1,1
33.43,-80.42,3,49,1,1,1,1
35.53,-108.65,1,14,,,,
44.57,-69.13,4,70,5,5,5,4
45.1,-75.35,1,10,,,,
44.04,-77.74,3,30,,,,
-35.92,145.64,4,44,3,3,3,3
45.03,-78.52,3,29,,,,
36.15,-94.8,1,14,,,,
42.44,-73.56,4,45,,,,
35.63,-82.2,2,33,1,1,1,1
42.71,-95.32,3,42,2,2,2,2
26.85,-97.8,1,14,,,,
42.99,-93.57,1,14,,,,
42.56,-71.27,1,14,,,,
-33.97,150.98,2,20,,,,
46.32,-74.22,1,10,,,,
37.14,-80.25,1,14,2,,,
39.91,-75.33,4,58,1,1,1,1
38.49,-80.73,1,14,,,,
34.54,-79.54,1,14,,,,
35.68,-109.66,2,28,,,,
-20.05,148.88,2,20,,,,
39.39,-110.82,1,14,,,,
47.83,-69.4,2,20,,,,
39.6,-89.95,1,14,,,,
40.25,-86.92,3,42,,,,
38.56,-90.25,1,14,,,,
41.75,-74.67,4,48,1,,,
37.29,-83.24,1,14,1,,,
38.22,-81.42,3,40,,,,
-16.88,145.75,1,10,,,,
39.67,-97.13,1,16,1,1,1,1
33.58,-92.83,3,61,6,5,5,5
25.41,55.44,1,9,,,,
55.09,-162.32,1,14,,,,
-26.84,151.99,1,10,,,,
37.01,-79.69,4,61,6,6,6,6
32.13,-82.76,2,34,3,3,3,3
-37.9,145,4,40,,,,
48.42,-97.37,1,25,3,2,2,2
36.09,-92.21,1,14,,,,
48.37,-102.96,2,28,,,,
41.69,-94.35,1,12,,,,
40.81,-73.96,1,36,7,5,5,4
40.93,-90.03,2,30,1,1,1,1
31.95,-86.31,1,14,,,,
40.61,-95.36,1,7,1,1,1,
35.53,-97.34,1,13,2,,,
42.51,-97.56,1,22,3,2,2,2
-37.71,145.04,5,49,,,,
38.5,-76.53,1,14,,,,
38.99,-114.94,2,27,,,,
34.69,135.52,3,20,,,,
38.71,-97.13,1,14,,,,
39.07,-95.62,6,91,4,1,1,1
48.46,-101.25,3,34,5,5,5,4
43.2,-124.12,4,38,3,1,1,1
-32.58,115.66,1,10,,,,
48.87,-123.65,3,23,,,,
-34.99,138.55,1,10,,,,
37.56,-122.27,3,41,2,2,2,2
42.44,-77.85,2,29,1,1,1,1
36.85,-96.86,1,14,,,,
36.81,-95.1,1,18,2,2,2,2
41.43,-94.77,3,33,2,2,2,1
43.09,-74.12,4,56,1,1,1,1
38.45,-82.84,1,14,,,,
-37.48,144.98,1,10,,,,
48.02,-69.33,1,11,1,1,1,1
36.84,-93.22,2,29,1,1,1,1
44.96,-85.2,1,14,,,,
33.37,-85.4,1,14,1,,,
41.43,-96.5,5,68,,,,
31.76,-106.49,1,17,1,1,1,1
42.86,-74.13,2,26,2,,,
42.48,-89.99,1,13,,,,
-28.87,152.99,5,48,,,,
46.01,-71.72,2,18,,,,
-34.73,135.87,1,10,,,,
46.64,-98.68,1,13,,,,
43.12,-71.01,1,2,1,1,1,
38.72,-87.86,1,11,,,,
39.47,-87.41,3,42,,,,
18.06,-66.49,1,9,,,,
37.82,-122.23,1,14,,,,
53.55,-114.47,1,10,,,,
32,-99.29,1,13,,,,
31.51,-82.85,1,13,,,,
39.79,-93.29,2,28,1,,,
43.39,-71.07,1,16,1,1,1,1
46,-84.71,1,10,2,2,2,2
71.28,-156.78,3,42,,,,
43.55,-97.49,2,28,,,,
41.25,-77.16,1,14,,,,
39.33,-75.78,1,16,1,1,1,1
26.86,-82.31,1,14,,,,
41.9,-93.8,3,33,,,,
44.32,-88.92,1,13,,,,
43.34,-80.3,1,9,,,,
-28.69,153.52,1,10,,,,
32.96,-94.93,2,37,1,1,1,1
39.48,-89.19,1,14,1,,,
30.97,-83.19,1,14,,,,
43.86,-70.84,1,13,,,,
49.72,11.91,2,18,,,,
40.66,-75.75,1,1,1,,,
45.41,-92.18,1,13,,,,
33.48,-81.51,1,13,,,,
42.37,-71.06,2,28,,,,
-33.87,151.28,2,15,1,,,
34.43,-82.39,1,14,,,,
49.9,-97.15,2,20,,,,
46.28,-104.28,3,42,1,,,
41.84,-90.68,1,14,,,,
-37.74,144.83,1,10,,,,
29.28,-95.91,1,14,,,,
64.09,-160.37,1,1,,,,
38.49,-86.65,1,14,1,,,
45.24,-123.11,1,14,,,,
-36.67,149.84,1,10,,,,
,-79.94,,1,,,,
35.92,-120.11,2,4,,,,
34.67,-90.39,6,89,7,5,5,5
41.38,-95.96,6,100,5,4,4,4
42.31,-95.03,2,28,,,,
38.94,-76.93,8,109,4,4,4,3
-31.85,115.88,13,163,51,51,51,51
41.65,-93.46,7,130,12,11,11,11
46.82,-71.27,33,296,7,7,7,5
30.67,-96.37,4,69,3,3,3,3
34.95,-79.55,1,17,1,1,1,1
39.77,-88.87,2,36,8,8,8,8
44.55,-91.2,3,44,1,1,1,1
27.86,-82.53,4,56,3,1,1,1
-37.8,144.96,8,79,,,,
-34.95,138.57,17,163,,,,
40.46,-80.29,5,73,6,4,4,4
44.79,-122.94,6,81,4,3,3,3
40.94,-99.99,3,71,10,4,4,4
43.69,-79.53,59,607,19,19,19,17
34.74,-97.23,7,148,25,25,25,23
27.34,-82.53,1,6,6,6,6,5
42.97,-75.48,3,41,3,1,1,1
41.77,-90.34,1,21,1,1,1,1
42.71,-78.93,5,66,1,,,
42.18,-82.82,18,167,,,,
44.09,-73.5,6,94,14,12,12,12
37.44,-82.8,1,18,2,2,2,2
45.14,-85.1,4,76,8,6,6,6
43.77,-103.58,5,78,5,4,4,4
3.16,101.68,2,18,,,,
40.91,-74.08,4,57,2,1,1,1
39.08,-76.78,5,60,5,2,2,1
44.97,-93.25,8,149,7,7,7,7
29.73,-84.99,5,67,3,1,1,1
42.4,-71.18,16,285,16,13,13,13
44.18,-92.67,1,17,,,,
39.07,-98.59,1,14,,,,
40.3,-79.92,7,159,11,9,9,9
48.23,-70.18,4,33,,,,
43.27,-91.48,3,43,4,1,1,1
39.8,-82.71,4,56,,,,
37.68,-112.16,4,53,,,,
36.12,-80.17,6,107,4,3,3,3
45.63,-75.93,4,39,,,,
45.31,-92.36,10,147,5,3,3,3
46.3,-67.52,1,10,,,,
38.21,-120.62,5,96,5,5,5,5
37.01,-76.39,10,155,6,6,6,6
43.89,-81.31,3,30,,,,
30.07,-93.2,6,133,19,19,19,16
44.15,-70.34,5,83,1,1,1,1
39.84,-75.2,7,163,17,16,16,16
28.94,-82.39,7,117,3,3,3,3
49.44,-98.09,8,137,17,17,17,17
44.87,-63.47,3,50,7,7,7,7
29.75,-82.42,1,14,,,,
30.4,-85.52,8,107,5,3,3,2
37.29,-121.95,1,13,,,,
-34.34,150.91,2,20,,,,
-37.99,145.24,6,58,1,1,1,1
33.08,-106.03,2,33,4,1,1,1
52.37,9.72,3,11,,,,
37.67,-89.11,2,32,1,1,1,1
-35.09,138.62,2,13,1,,,
43.36,-71.94,1,7,1,1,1,
33.33,-94.31,1,14,,,,
46.74,-95.58,1,13,,,,
44.11,-83.85,2,27,,,,
34.23,-88.25,1,13,,,,
48.5,-81.34,1,9,,,,
43.07,-75.77,18,313,20,18,18,17
39.6,-85.43,14,164,6,3,3,2
36.19,-86.81,1,13,,,,
43.88,-73.2,1,14,1,,,
27.36,-82.48,5,205,24,23,23,23
40.91,-89.53,8,120,13,12,12,11
45.13,-67.22,5,59,4,3,3,2
41.24,-97.85,2,20,6,5,5,5
35.06,-93,2,48,10,9,9,9
44.35,-83.48,6,78,6,3,3,2
40.75,-87.01,2,27,,,,
51.8,-114.64,4,43,3,3,3,3
-27.33,153.08,4,60,10,10,10,9
-33.34,151.5,6,60,,,,
45.44,-75.66,19,189,2,2,2,2
30,-95.26,2,41,3,3,3,3
27.1,-82.38,5,70,,,,
42.05,-76.18,2,60,6,6,6,6
40.94,-72.89,13,182,2,2,2,1
44.41,-72.86,2,28,,,,
41.71,-85.37,1,14,,,,
34.79,-78.95,3,101,20,10,10,10
-37.66,144.93,4,40,1,,,
43.94,-94.95,2,22,2,1,1,
46.32,-95.45,1,14,,,,
44.29,-69.82,5,103,8,7,7,7
38.63,-86.79,2,47,4,4,4,4
45.7,-123.86,1,5,,,,
38.08,-81.78,8,116,2,2,2,2
43.76,-92.13,2,35,7,7,7,7
-37.95,144.72,2,20,,,,
44.52,-69.87,1,14,,,,
34.04,-118.43,11,148,5,3,3,3
-38.14,145.86,7,68,2,1,,
20.82,-156.95,15,207,4,3,3,2
43.93,-78.83,46,467,15,14,14,14
34.62,-99.27,32,447,17,13,13,9
41.62,-91.17,1,14,1,,,
51.28,-113.99,5,51,4,4,4,3
51.51,-119.2,5,53,3,3,3,3
35.33,-84.53,5,65,5,4,4,3
35.04,-106.67,8,165,19,19,19,18
-42.89,147.44,5,50,,,,
43.66,-79.34,46,417,14,14,14,11
40.76,14.54,38,350,2,2,2,2
49.82,-97.03,9,90,2,2,2,2
28.49,-81.33,38,600,80,45,45,41
42.45,-76.48,7,170,24,23,23,23
44.86,-93.44,6,134,17,15,15,15
35.92,-88.76,11,150,25,24,24,23
38.92,-78.13,57,813,61,46,45,40
35.69,-79.62,7,87,4,4,4,2
43.96,-86.4,37,559,47,40,40,37
36.12,-83.93,12,159,12,7,7,5
43.65,-72.56,6,85,5,5,5,5
43.21,-76.14,7,112,13,11,11,10
41.29,-76.88,9,125,4,3,3,3
-33.8,151.2,11,109,2,2,2,1
42.26,-71.47,12,169,9,7,7,7
41.81,-71.36,55,852,65,39,39,37
37.99,-78.06,16,227,9,7,7,7
28.26,-82.48,68,1079,77,67,67,64
44.28,-72.5,2,35,1,1,1,1
40.94,-79.75,11,160,3,2,2,2
38.45,-76.85,26,356,13,10,9,9
39.86,-75.05,5,70,1,1,1,1
39.62,-75.03,9,159,13,10,10,10
42.36,-72.59,3,70,5,5,5,5
40.57,-74.54,34,1087,208,203,203,201
41.24,-81.74,35,620,59,51,51,51
43.66,-70.53,13,173,23,20,20,20
41,-72.32,11,122,1,,,
38.22,-78.06,23,409,20,19,19,19
44.86,-74.71,1,14,,,,
43.11,-76.1,15,309,33,28,28,27
29.49,-81.14,8,87,5,1,1,1
37.16,-82.44,13,176,10,7,7,7
-38.22,143.02,4,40,,,,
-27.53,152.98,64,667,25,23,23,21
32.99,-96.66,10,162,9,9,9,9
-34.9,138.64,3,30,,,,
30.3,-96.9,2,28,,,,
32.53,-95.64,7,72,3,1,1,
39.17,-89.69,9,144,19,16,16,15
44.03,-70.76,12,293,24,19,19,19
39.89,-82.37,12,200,19,14,14,14
40.18,-79.93,17,289,29,21,21,20
41.61,-89.94,2,29,2,1,1,1
39.05,-121.4,8,111,2,1,1,1
35.38,-120.78,16,314,57,54,54,52
27.93,-82.74,30,481,51,43,43,42
47.25,-122.53,6,73,4,4,4,4
42.49,-71.44,28,434,13,10,10,10
40.6,-123.41,2,43,2,2,2,2
39.84,-79.9,8,124,6,2,2,2
39.53,-104.91,3,70,10,9,9,9
36.29,-84.43,6,81,17,17,17,15
60.9,-148.92,2,34,2,1,1,1
-38.17,145.17,7,77,6,6,6,6
40.16,-99.34,6,118,23,22,22,22
29.75,-95.35,17,382,42,38,38,38
33.86,-93.94,3,44,1,1,1,1
35.24,-96.63,7,112,5,4,4,3
37.1,-97.62,3,42,2,,,
47.4,-61.8,5,57,1,1,1,1
35.08,-76.87,3,45,4,3,3,3
33.32,-96.39,2,21,4,2,2,2
41.58,-93.5,15,202,13,8,8,7
38.34,-90.65,6,100,16,9,9,10
39.09,-89.8,4,51,4,2,2,1
-34.92,138.67,14,138,,,,
40.86,-73.45,1,14,,,,
44.02,-70.06,7,150,8,8,8,7
-27.51,153.15,4,40,,,,
30.33,-97.7,12,178,9,4,4,4
41.25,-83.08,1,17,3,3,3,3
39.61,-76.46,5,99,8,8,8,7
34.57,-78.76,12,193,10,8,8,8
28.93,-82.04,2,30,2,1,1,1
46.12,-60.38,4,57,9,9,9,9
15,30,3,26,,,,
32.26,-97.65,1,6,,,,
39.66,-95.83,1,11,4,4,4,3
36.68,-121.66,5,87,18,17,17,15
44.8,-67.54,4,89,9,8,8,8
32.95,-97.15,14,215,16,14,14,13
41.85,-87.89,27,365,14,10,10,7
30.91,-86.44,4,56,2,2,2,2
42.7,-90.72,1,24,2,1,1,1
41.53,-87.89,13,207,15,11,11,11
35.13,-95.42,3,42,,,,
-31.88,115.85,14,136,6,1,2,1
42.93,-71.88,4,86,11,11,11,10
41.18,-73.17,2,33,2,1,1,1
41.49,-74.81,3,47,3,2,2,2
41.59,-84.74,2,26,,,,
42.07,-95.11,1,12,,,,
45.45,-73.65,1,9,,,,
40.83,-73.5,1,13,,,,
43.83,-80.85,4,40,,,,
42.81,-114.92,1,13,,,,
-42.88,147.37,4,37,,,,
34.5,-102.31,1,13,,,,
43.01,-72.22,1,7,1,1,1,
39.96,-78.4,4,64,3,3,3,3
46.42,-74.87,1,9,,,,
29.68,-95.99,3,40,1,,,
-27.04,153.14,1,10,,,,
41.84,-86.42,1,14,,,,
38.97,-81.42,2,32,1,1,1,1
35.4,-87.95,3,42,1,,,
33.82,-111.92,1,4,1,1,1,
38.17,-121.14,3,41,2,,,
-34.7,138.71,3,30,,,,
13.44,144.79,6,48,,,,
36.98,-121.95,1,14,,,,
37.3,-96.79,2,28,,,,
39.18,-94.32,1,21,1,1,1,1
39.1,-93.99,1,13,1,,,
-32.96,151.65,1,9,,,,
31.07,-92.17,2,27,,,,
35.5,-80.84,3,42,1,,,
43.2,-71.7,2,26,,,,
34.19,-86.6,1,14,,,,
40.86,-74.05,1,6,2,1,1,1
43.04,-82.57,1,16,1,1,1,1
34.14,-112.13,2,30,3,2,2,2
31.94,-94.7,2,29,2,1,1,1
38.95,-91.55,2,29,3,3,3,3
-34.91,138.56,1,9,,,,
41.69,-93.94,1,13,,,,
32.29,-84.52,1,14,,,,
43.41,-84.33,3,29,1,,,
40.34,-78.91,1,1,1,,,
45.22,-107.42,2,28,,,,
34.94,-97.74,1,14,,,,
43.14,-91.95,1,16,2,1,1,1
44.08,-65.12,1,10,,,,
-35.33,149.05,1,10,,,,
32.4,-95.44,1,19,1,1,1,1
28.7,-81.34,1,14,,,,
-33.28,149.1,4,38,,,,
-27.62,152.93,1,9,,,,
36.25,-90.29,1,14,,,,
38.33,-108.74,1,14,1,,,
48.49,-64.3,1,10,,,,
-33.77,151.11,1,10,,,,
-23.47,-46.67,2,18,,,,
44.51,-72.9,1,13,,,,
52.58,-112.97,1,9,,,,
40.86,-89.66,1,14,1,,,
-38.48,145.95,1,10,,,,
39.5,-90.33,1,14,2,,,
42.92,-74.55,2,14,,,,
45.28,-83.88,1,16,1,1,1,1
45.41,-91.88,1,14,,,,
34.27,-95.95,1,14,,,,
45.66,-72.15,1,10,,,,
20.23,-155.86,1,14,,,,
-33.74,150.81,2,19,,,,
41.2,-123.2,1,1,1,1,1,
43,-88.66,1,14,1,,,
-33.77,150.68,1,10,,,,
-26.86,152.76,1,10,,,,
55.32,-115.72,1,1,,,,
39.33,-120.18,1,3,,,,
38.97,-83.56,1,1,1,,,
40.77,-73.74,2,28,1,,,
45.91,-77.07,2,19,,,,
40.8,-81.38,2,28,,,,
-27.92,153.33,5,51,1,1,1,1
41.27,-75.84,1,14,,,,
-27.28,153,1,10,,,,
44.8,-95.58,1,13,,,,
43.05,-80.71,1,10,,,,
54.33,-110.48,1,10,,,,
39.76,-79.08,1,14,,,,
46.65,-123.63,1,13,,,,
42.45,-90.94,1,16,1,1,1,1
-33.87,151.14,1,10,,,,
49.27,-54.83,3,30,,,,
48.85,-123.5,3,30,,,,
32.56,-82.82,1,14,,,,
46.15,-74.7,1,10,,,,
43.05,-95.29,1,14,,,,
53.25,-132,1,10,,,,
32.44,-95.63,2,27,,,,
39.82,-85.62,2,28,,,,
-34.55,150.37,2,20,,,,
41.99,-70.86,2,16,,,,
34.66,-86.97,1,1,,,,
36.35,-89.33,2,27,,,,
48.95,-57.93,1,10,,,,
-33.77,151.27,1,10,,,,
32.11,-96,1,6,1,1,,
30.32,-81.69,2,28,1,,,
36.25,-96.42,5,69,,,,
39.83,-75.02,3,19,3,2,2,1
40.31,-98.74,1,15,1,1,1,1
33.76,-84.4,3,23,1,1,1,
31.56,-93.5,2,27,,,,
40.74,-73.95,1,22,3,3,3,3
32.88,-83.31,8,133,6,4,4,4
40.17,-79.59,3,38,2,2,2,1
35.1,-88.92,1,9,3,3,3,3
42.2,-91.77,4,62,6,6,6,6
40.38,-3.4,6,52,1,1,1,1
40.12,-76.78,2,24,8,8,8,8
40.82,-75.91,1,1,1,1,1,
31.1,-84.2,5,52,1,,,
39.83,-86.82,2,20,4,4,4,3
43.5,-70.68,4,73,2,2,2,2
30.58,-83.33,3,41,,,,
-32,,,7,,,,
42.44,-87.94,2,28,,,,
30.82,-91.11,1,30,7,3,3,3
42.79,-93.96,1,14,1,,,
39.4,-74.82,1,14,2,,,
40.84,-73.54,3,42,,,,
44.78,-74.67,1,14,,,,
30.59,-88.19,3,45,2,1,1,1
37.82,-97.69,1,26,3,3,3,3
35.82,-96.39,3,35,2,1,1,
13.69,101.19,1,9,,,,
37.72,-87.69,2,14,,,,
30.32,-98.39,2,31,1,1,1,1
34.2,-82.16,2,27,,,,
-34.93,138.73,2,18,,,,
-33.76,150.75,5,39,,,,
40.11,-91.26,1,14,2,,,
43.86,-92.5,1,14,,,,
48.12,-69.17,2,19,,,,
30.43,-97.84,1,10,,,,
36.13,-85.92,1,13,1,,,
45.9,-74.13,2,17,,,,
29.94,-83.59,6,84,1,,,
40.77,-80.06,2,28,,,,
35.99,-77.4,2,28,,,,
42.91,-82.48,4,44,,,,
42.35,-77.98,2,27,1,,,
-34.04,150.71,1,10,,,,
39.92,-91.96,1,17,1,1,1,1
30.73,-95.91,1,12,,,,
49.41,7.56,2,18,,,,
36.67,-81.97,4,55,2,1,1,1
44.12,-69.83,3,42,,,,
44,-78.02,2,18,,,,
45.26,-75.36,3,29,,,,
45.48,-73.5,5,43,1,,,
45.12,-106.64,1,14,,,,
32.84,-97.05,2,33,1,1,1,1
43.06,-77.22,3,43,2,2,2,2
53.93,-90.98,3,27,,,,
-32.1,115.87,2,20,,,,
41.71,-69.97,1,14,,,,
29.82,-89.63,1,14,,,,
48.01,-69.05,2,20,,,,
34.78,-78.43,1,14,,,,
40.02,-79.84,2,18,,,,
-34,151.07,1,10,,,,
36.6,-114.48,4,56,2,1,1,1
33.63,-91.36,1,14,,,,
40.05,-76.17,1,13,1,,,
41.97,-92.71,2,27,,,,
39.47,-108.49,1,13,,,,
13.75,100.47,6,52,,,,
-36.45,144.98,2,19,,,,
42.67,-81.22,1,10,,,,
39.9,-96.42,1,14,,,,
33.16,-82.16,1,14,,,,
46.17,-64.84,1,10,,,,
29.33,48.03,1,9,,,,
-34.13,150.74,2,19,1,1,,
-33.32,115.7,1,10,,,,
-27.63,152.59,1,10,,,,
-37.3,142.77,1,10,,,,
47.7,-95.41,1,13,,,,
34.97,-96.53,1,1,,,,
41.99,-89.2,1,15,1,1,1,1
42.82,-75.65,1,2,,,,
39.3,-96.85,1,14,,,,
45.57,11.57,1,9,,,,
35.89,-98.41,1,5,,,,
46.31,-117.9,1,14,,,,
,-84.45,,1,,,,
35.62,-90.31,4,115,29,29,29,29
31.93,-81.97,2,65,7,7,7,7
35.55,-97.56,10,133,8,3,3,2
40.1,-93.98,2,40,2,1,1,1
-35.19,143.35,1,10,,,,
41.8,-87.96,9,184,7,7,7,7
47.63,-117.19,7,103,5,1,1,1
41.62,-111.93,2,28,,,,
35.92,-114.8,9,164,18,11,11,10
-34.19,142.16,12,119,1,1,1,1
40.36,-74.04,3,156,22,22,22,22
-27.47,152.99,14,121,4,4,1,1
35.17,-89.96,2,27,,,,
33.68,-111.73,13,175,2,1,1,1
46.04,-88.56,1,38,6,4,4,4
40.98,-85.12,14,234,31,24,24,21
29.33,48.08,1,9,,,,
39.86,-74.67,16,286,29,25,25,24
41.49,-90.32,2,21,3,1,1,
37.86,-89.51,1,14,,,,
50.84,-112.87,2,19,,,,
39.31,-78.05,10,167,7,7,7,7
36.16,-105.97,2,27,,,,
39.65,-106.59,8,133,9,7,7,7
41.2,-92.9,2,21,1,1,1,
-33.48,151.35,6,58,,,,
35.88,-92.64,1,13,,,,
26.81,-80.21,5,69,,,,
36.72,-79.91,6,94,5,2,2,2
44.99,-92.9,4,93,14,12,12,12
44.34,-91.83,1,13,,,,
42.57,-96.77,1,7,1,1,1,
44.16,-66.17,2,32,3,3,3,3
14.62,-90.53,2,17,,,,
-31.75,148.6,3,29,2,,,
42.44,-71.6,2,34,5,2,2,1
40.12,-92.03,1,13,2,,,
29.3,-94.8,1,18,2,1,1,1
39.09,-108.43,7,110,5,5,5,5
41.17,-92.28,1,17,5,4,4,4
47.32,-120.19,2,28,1,1,1,1
40.02,-74.37,1,27,4,4,4,4
44.01,-70.52,1,14,2,,,
45.09,-87.14,2,33,11,11,11,11
36.1,-110.23,3,40,,,,
47.37,-70.03,2,12,,,,
42.54,-123.1,3,44,3,3,3,3
41.55,-89.62,2,28,2,1,1,1
35.26,-89.37,2,36,5,5,5,4
-34.93,138.65,2,19,1,,,
-26.58,151.57,2,21,1,1,1,1
45.65,-65.73,2,20,,,,
46.08,-71.97,5,53,3,3,3,3
44.54,-93.59,3,48,3,1,1,1
